own_id,categoryCode,parentCategoryCode,categoryTitle,categoryName,count,child_categoryCode,child_parentCategoryCode,child_categoryTitle,child_categoryName,child_count,child_childCategoryList
118,017,,스포츠/용품,Sports/Goods,113577,017022,017,수영복/비치웨어,수영복/비치웨어,9524,"[{'categoryCode': '017022003', 'parentCategoryCode': '017022', 'categoryTitle': '래시가드 상의', 'categoryName': '래시가드 상의', 'count': 1840, 'childCategoryList': []}, {'categoryCode': '017022002', 'parentCategoryCode': '017022', 'categoryTitle': '래시가드 하의', 'categoryName': '래시가드 하의', 'count': 899, 'childCategoryList': []}, {'categoryCode': '017022004', 'parentCategoryCode': '017022', 'categoryTitle': '래시가드 세트', 'categoryName': '래시가드 세트', 'count': 391, 'childCategoryList': []}, {'categoryCode': '017022010', 'parentCategoryCode': '017022', 'categoryTitle': '원피스수영복', 'categoryName': '원피스수영복', 'count': 1994, 'childCategoryList': []}, {'categoryCode': '017022007', 'parentCategoryCode': '017022', 'categoryTitle': '비키니', 'categoryName': '비키니', 'count': 1186, 'childCategoryList': []}, {'categoryCode': '017022006', 'parentCategoryCode': '017022', 'categoryTitle': '반신수영복', 'categoryName': '반신수영복', 'count': 1933, 'childCategoryList': []}, {'categoryCode': '017022011', 'parentCategoryCode': '017022', 'categoryTitle': '전신수영복', 'categoryName': '전신수영복', 'count': 1367, 'childCategoryList': []}, {'categoryCode': '017022005', 'parentCategoryCode': '017022', 'categoryTitle': '워터 레깅스', 'categoryName': '워터 레깅스', 'count': 216, 'childCategoryList': []}, {'categoryCode': '017022008', 'parentCategoryCode': '017022', 'categoryTitle': '사각수영복', 'categoryName': '사각수영복', 'count': 1983, 'childCategoryList': []}, {'categoryCode': '017022009', 'parentCategoryCode': '017022', 'categoryTitle': '삼각수영복', 'categoryName': '삼각수영복', 'count': 1220, 'childCategoryList': []}, {'categoryCode': '017022012', 'parentCategoryCode': '017022', 'categoryTitle': '브라탑', 'categoryName': '브라탑', 'count': 80, 'childCategoryList': []}, {'categoryCode': '017022001', 'parentCategoryCode': '017022', 'categoryTitle': '다이빙슈트', 'categoryName': '다이빙슈트', 'count': 12, 'childCategoryList': []}]"
119,017,,스포츠/용품,Sports/Goods,113577,017023,017,스포츠신발,스포츠신발,3826,"[{'categoryCode': '017023001', 'parentCategoryCode': '017023', 'categoryTitle': '골프화', 'categoryName': '골프화', 'count': 870, 'childCategoryList': []}, {'categoryCode': '017023005', 'parentCategoryCode': '017023', 'categoryTitle': '러닝화', 'categoryName': '러닝화', 'count': 944, 'childCategoryList': []}, {'categoryCode': '017023004', 'parentCategoryCode': '017023', 'categoryTitle': '등산/트레킹화', 'categoryName': '등산/트레킹화', 'count': 1169, 'childCategoryList': []}, {'categoryCode': '017023011', 'parentCategoryCode': '017023', 'categoryTitle': '테니스화', 'categoryName': '테니스화', 'count': 154, 'childCategoryList': []}, {'categoryCode': '017023013', 'parentCategoryCode': '017023', 'categoryTitle': '워터스포츠화', 'categoryName': '워터스포츠화', 'count': 144, 'childCategoryList': []}, {'categoryCode': '017023012', 'parentCategoryCode': '017023', 'categoryTitle': '피트니스화', 'categoryName': '피트니스화', 'count': 37, 'childCategoryList': []}, {'categoryCode': '017023010', 'parentCategoryCode': '017023', 'categoryTitle': '축구화', 'categoryName': '축구화', 'count': 126, 'childCategoryList': []}, {'categoryCode': '017023003', 'parentCategoryCode': '017023', 'categoryTitle': '농구화', 'categoryName': '농구화', 'count': 20, 'childCategoryList': []}, {'categoryCode': '017023008', 'parentCategoryCode': '017023', 'categoryTitle': '야구화', 'categoryName': '야구화', 'count': 7, 'childCategoryList': []}, {'categoryCode': '017023009', 'parentCategoryCode': '017023', 'categoryTitle': '자전거화', 'categoryName': '자전거화', 'count': 7, 'childCategoryList': []}, {'categoryCode': '017023007', 'parentCategoryCode': '017023', 'categoryTitle': '보드화', 'categoryName': '보드화', 'count': 63, 'childCategoryList': []}, {'categoryCode': '017023006', 'parentCategoryCode': '017023', 'categoryTitle': '배드민턴화', 'categoryName': '배드민턴화', 'count': 14, 'childCategoryList': []}, {'categoryCode': '017023002', 'parentCategoryCode': '017023', 'categoryTitle': '기타스포츠화', 'categoryName': '기타스포츠화', 'count': 275, 'childCategoryList': []}]"
120,017,,스포츠/용품,Sports/Goods,113577,017024,017,기구/용품/장비,기구/용품/장비,9210,"[{'categoryCode': '017024001', 'parentCategoryCode': '017024', 'categoryTitle': '골프용품', 'categoryName': '골프용품', 'count': 2889, 'childCategoryList': []}, {'categoryCode': '017024013', 'parentCategoryCode': '017024', 'categoryTitle': '스트레칭/마사지', 'categoryName': '스트레칭/마사지', 'count': 299, 'childCategoryList': []}, {'categoryCode': '017024018', 'parentCategoryCode': '017024', 'categoryTitle': '근력 /유산소 용품', 'categoryName': '근력 /유산소 용품', 'count': 325, 'childCategoryList': []}, {'categoryCode': '017024004', 'parentCategoryCode': '017024', 'categoryTitle': '등산용품', 'categoryName': '등산용품', 'count': 441, 'childCategoryList': []}, {'categoryCode': '017024003', 'parentCategoryCode': '017024', 'categoryTitle': '구기 스포츠 용품', 'categoryName': '구기 스포츠 용품', 'count': 83, 'childCategoryList': []}, {'categoryCode': '017024010', 'parentCategoryCode': '017024', 'categoryTitle': '수영/서핑/다이빙 용품', 'categoryName': '수영/서핑/다이빙 용품', 'count': 1543, 'childCategoryList': []}, {'categoryCode': '017024005', 'parentCategoryCode': '017024', 'categoryTitle': '라켓 스포츠 용품', 'categoryName': '라켓 스포츠 용품', 'count': 525, 'childCategoryList': []}, {'categoryCode': '017024006', 'parentCategoryCode': '017024', 'categoryTitle': '라이딩 스포츠 용품', 'categoryName': '라이딩 스포츠 용품', 'count': 1704, 'childCategoryList': []}, {'categoryCode': '017024011', 'parentCategoryCode': '017024', 'categoryTitle': '스키/스노우보드 용품', 'categoryName': '스키/스노우보드 용품', 'count': 83, 'childCategoryList': []}, {'categoryCode': '017024015', 'parentCategoryCode': '017024', 'categoryTitle': '축구용품', 'categoryName': '축구용품', 'count': 173, 'childCategoryList': []}, {'categoryCode': '017024012', 'parentCategoryCode': '017024', 'categoryTitle': '야구용품', 'categoryName': '야구용품', 'count': 163, 'childCategoryList': []}, {'categoryCode': '017024007', 'parentCategoryCode': '017024', 'categoryTitle': '보호대/헬멧/보호용품', 'categoryName': '보호대/헬멧/보호용품', 'count': 528, 'childCategoryList': []}, {'categoryCode': '017024016', 'parentCategoryCode': '017024', 'categoryTitle': '테이프/아대', 'categoryName': '테이프/아대', 'count': 37, 'childCategoryList': []}, {'categoryCode': '017024017', 'parentCategoryCode': '017024', 'categoryTitle': '피트니스 기구', 'categoryName': '피트니스 기구', 'count': 94, 'childCategoryList': []}, {'categoryCode': '017024019', 'parentCategoryCode': '017024', 'categoryTitle': '유지관리용품', 'categoryName': '유지관리용품', 'count': 6, 'childCategoryList': []}, {'categoryCode': '017024002', 'parentCategoryCode': '017024', 'categoryTitle': '기타 스포츠 용품', 'categoryName': '기타 스포츠 용품', 'count': 327, 'childCategoryList': []}]"
121,017,,스포츠/용품,Sports/Goods,113577,017025,017,스포츠가방,스포츠가방,5891,"[{'categoryCode': '017025001', 'parentCategoryCode': '017025', 'categoryTitle': '골프가방', 'categoryName': '골프가방', 'count': 1831, 'childCategoryList': []}, {'categoryCode': '017025019', 'parentCategoryCode': '017025', 'categoryTitle': '보스턴/드럼/더플백', 'categoryName': '보스턴/드럼/더플백', 'count': 809, 'childCategoryList': []}, {'categoryCode': '017025018', 'parentCategoryCode': '017025', 'categoryTitle': '백팩', 'categoryName': '백팩', 'count': 1237, 'childCategoryList': []}, {'categoryCode': '017025017', 'parentCategoryCode': '017025', 'categoryTitle': '메신저/크로스 백', 'categoryName': '메신저/크로스 백', 'count': 560, 'childCategoryList': []}, {'categoryCode': '017025020', 'parentCategoryCode': '017025', 'categoryTitle': '숄더백', 'categoryName': '숄더백', 'count': 168, 'childCategoryList': []}, {'categoryCode': '017025021', 'parentCategoryCode': '017025', 'categoryTitle': '웨이스트 백', 'categoryName': '웨이스트 백', 'count': 202, 'childCategoryList': []}, {'categoryCode': '017025022', 'parentCategoryCode': '017025', 'categoryTitle': '토트백', 'categoryName': '토트백', 'count': 245, 'childCategoryList': []}, {'categoryCode': '017025014', 'parentCategoryCode': '017025', 'categoryTitle': '신발가방', 'categoryName': '신발가방', 'count': 29, 'childCategoryList': []}, {'categoryCode': '017025006', 'parentCategoryCode': '017025', 'categoryTitle': '라켓가방', 'categoryName': '라켓가방', 'count': 156, 'childCategoryList': []}, {'categoryCode': '017025009', 'parentCategoryCode': '017025', 'categoryTitle': '방수가방', 'categoryName': '방수가방', 'count': 173, 'childCategoryList': []}, {'categoryCode': '017025002', 'parentCategoryCode': '017025', 'categoryTitle': '공가방', 'categoryName': '공가방', 'count': 18, 'childCategoryList': []}, {'categoryCode': '017025008', 'parentCategoryCode': '017025', 'categoryTitle': '매트가방', 'categoryName': '매트가방', 'count': 5, 'childCategoryList': []}, {'categoryCode': '017025011', 'parentCategoryCode': '017025', 'categoryTitle': '보드가방', 'categoryName': '보드가방', 'count': 15, 'childCategoryList': []}, {'categoryCode': '017025012', 'parentCategoryCode': '017025', 'categoryTitle': '볼링가방', 'categoryName': '볼링가방', 'count': 1, 'childCategoryList': []}, {'categoryCode': '017025015', 'parentCategoryCode': '017025', 'categoryTitle': '안장가방', 'categoryName': '안장가방', 'count': 18, 'childCategoryList': []}, {'categoryCode': '017025003', 'parentCategoryCode': '017025', 'categoryTitle': '공구가방', 'categoryName': '공구가방', 'count': 4, 'childCategoryList': []}, {'categoryCode': '017025005', 'parentCategoryCode': '017025', 'categoryTitle': '기타가방', 'categoryName': '기타가방', 'count': 409, 'childCategoryList': []}, {'categoryCode': '017025007', 'parentCategoryCode': '017025', 'categoryTitle': '레인커버', 'categoryName': '레인커버', 'count': 11, 'childCategoryList': []}]"
122,017,,스포츠/용품,Sports/Goods,113577,017026,017,스포츠잡화,스포츠잡화,7066,"[{'categoryCode': '017026001', 'parentCategoryCode': '017026', 'categoryTitle': '장갑', 'categoryName': '장갑', 'count': 1270, 'childCategoryList': []}, {'categoryCode': '017026002', 'parentCategoryCode': '017026', 'categoryTitle': '암밴드', 'categoryName': '암밴드', 'count': 24, 'childCategoryList': []}, {'categoryCode': '017026003', 'parentCategoryCode': '017026', 'categoryTitle': '워머', 'categoryName': '워머', 'count': 483, 'childCategoryList': []}, {'categoryCode': '017026004', 'parentCategoryCode': '017026', 'categoryTitle': '토시/슬리브', 'categoryName': '토시/슬리브', 'count': 240, 'childCategoryList': []}, {'categoryCode': '017026005', 'parentCategoryCode': '017026', 'categoryTitle': '반다나/헤어밴드/거트', 'categoryName': '반다나/헤어밴드/거트', 'count': 410, 'childCategoryList': []}, {'categoryCode': '017026006', 'parentCategoryCode': '017026', 'categoryTitle': '양말', 'categoryName': '양말', 'count': 2449, 'childCategoryList': []}, {'categoryCode': '017026007', 'parentCategoryCode': '017026', 'categoryTitle': '신발용품', 'categoryName': '신발용품', 'count': 82, 'childCategoryList': []}, {'categoryCode': '017026008', 'parentCategoryCode': '017026', 'categoryTitle': '물병', 'categoryName': '물병', 'count': 25, 'childCategoryList': []}, {'categoryCode': '017026009', 'parentCategoryCode': '017026', 'categoryTitle': '수건', 'categoryName': '수건', 'count': 141, 'childCategoryList': []}, {'categoryCode': '017026010', 'parentCategoryCode': '017026', 'categoryTitle': '스포츠 선글라스', 'categoryName': '스포츠 선글라스', 'count': 1101, 'childCategoryList': []}, {'categoryCode': '017026012', 'parentCategoryCode': '017026', 'categoryTitle': '스포츠 마스크', 'categoryName': '스포츠 마스크', 'count': 299, 'childCategoryList': []}, {'categoryCode': '017026014', 'parentCategoryCode': '017026', 'categoryTitle': '방한귀마개', 'categoryName': '방한귀마개', 'count': 66, 'childCategoryList': []}, {'categoryCode': '017026015', 'parentCategoryCode': '017026', 'categoryTitle': '스포츠 벨트', 'categoryName': '스포츠 벨트', 'count': 258, 'childCategoryList': []}, {'categoryCode': '017026016', 'parentCategoryCode': '017026', 'categoryTitle': '기타 잡화', 'categoryName': '기타 잡화', 'count': 218, 'childCategoryList': []}]"
123,017,,스포츠/용품,Sports/Goods,113577,017027,017,스포츠모자,스포츠모자,6971,"[{'categoryCode': '017027004', 'parentCategoryCode': '017027', 'categoryTitle': '볼캡', 'categoryName': '볼캡', 'count': 3184, 'childCategoryList': []}, {'categoryCode': '017027003', 'parentCategoryCode': '017027', 'categoryTitle': '선캡 / 바이저', 'categoryName': '선캡 / 바이저', 'count': 1197, 'childCategoryList': []}, {'categoryCode': '017027002', 'parentCategoryCode': '017027', 'categoryTitle': '비니', 'categoryName': '비니', 'count': 431, 'childCategoryList': []}, {'categoryCode': '017027001', 'parentCategoryCode': '017027', 'categoryTitle': '버킷햇', 'categoryName': '버킷햇', 'count': 1675, 'childCategoryList': []}, {'categoryCode': '017027005', 'parentCategoryCode': '017027', 'categoryTitle': '스냅백', 'categoryName': '스냅백', 'count': 134, 'childCategoryList': []}, {'categoryCode': '017027006', 'parentCategoryCode': '017027', 'categoryTitle': '트루퍼', 'categoryName': '트루퍼', 'count': 137, 'childCategoryList': []}, {'categoryCode': '017027007', 'parentCategoryCode': '017027', 'categoryTitle': '기타 모자', 'categoryName': '기타 모자', 'count': 213, 'childCategoryList': []}]"
124,017,,스포츠/용품,Sports/Goods,113577,017028,017,캠핑용품,캠핑용품,6420,"[{'categoryCode': '017028011', 'parentCategoryCode': '017028', 'categoryTitle': '텐트/타프', 'categoryName': '텐트/타프', 'count': 1128, 'childCategoryList': []}, {'categoryCode': '017028002', 'parentCategoryCode': '017028', 'categoryTitle': '가구/수납', 'categoryName': '가구/수납', 'count': 1590, 'childCategoryList': []}, {'categoryCode': '017028008', 'parentCategoryCode': '017028', 'categoryTitle': '침낭/매트/해먹', 'categoryName': '침낭/매트/해먹', 'count': 616, 'childCategoryList': []}, {'categoryCode': '017028005', 'parentCategoryCode': '017028', 'categoryTitle': '랜턴/손전등', 'categoryName': '랜턴/손전등', 'count': 307, 'childCategoryList': []}, {'categoryCode': '017028006', 'parentCategoryCode': '017028', 'categoryTitle': '식기/용기', 'categoryName': '식기/용기', 'count': 513, 'childCategoryList': []}, {'categoryCode': '017028007', 'parentCategoryCode': '017028', 'categoryTitle': '조리도구', 'categoryName': '조리도구', 'count': 554, 'childCategoryList': []}, {'categoryCode': '017028003', 'parentCategoryCode': '017028', 'categoryTitle': '그릴/오븐/연료', 'categoryName': '그릴/오븐/연료', 'count': 380, 'childCategoryList': []}, {'categoryCode': '017028009', 'parentCategoryCode': '017028', 'categoryTitle': '캠핑 가전', 'categoryName': '캠핑 가전', 'count': 138, 'childCategoryList': []}, {'categoryCode': '017028010', 'parentCategoryCode': '017028', 'categoryTitle': '캠핑 공구', 'categoryName': '캠핑 공구', 'count': 466, 'childCategoryList': []}, {'categoryCode': '017028004', 'parentCategoryCode': '017028', 'categoryTitle': '기타 용품', 'categoryName': '기타 용품', 'count': 728, 'childCategoryList': []}]"
125,017,,스포츠/용품,Sports/Goods,113577,017029,017,낚시용품,낚시용품,1065,"[{'categoryCode': '017029001', 'parentCategoryCode': '017029', 'categoryTitle': '바다낚시', 'categoryName': '바다낚시', 'count': 170, 'childCategoryList': []}, {'categoryCode': '017029002', 'parentCategoryCode': '017029', 'categoryTitle': '민물낚시', 'categoryName': '민물낚시', 'count': 284, 'childCategoryList': []}, {'categoryCode': '017029003', 'parentCategoryCode': '017029', 'categoryTitle': '낚시릴', 'categoryName': '낚시릴', 'count': 121, 'childCategoryList': []}, {'categoryCode': '017029004', 'parentCategoryCode': '017029', 'categoryTitle': '낚시줄', 'categoryName': '낚시줄', 'count': 84, 'childCategoryList': []}, {'categoryCode': '017029005', 'parentCategoryCode': '017029', 'categoryTitle': '공통장비', 'categoryName': '공통장비', 'count': 127, 'childCategoryList': []}, {'categoryCode': '017029006', 'parentCategoryCode': '017029', 'categoryTitle': '낚시가방', 'categoryName': '낚시가방', 'count': 46, 'childCategoryList': []}, {'categoryCode': '017029007', 'parentCategoryCode': '017029', 'categoryTitle': '낚시화', 'categoryName': '낚시화', 'count': 17, 'childCategoryList': []}, {'categoryCode': '017029008', 'parentCategoryCode': '017029', 'categoryTitle': '낚시잡화', 'categoryName': '낚시잡화', 'count': 216, 'childCategoryList': []}]"
126,007,,모자,Headwear,39979,007,,전체,Headwear,39979,
127,007,,모자,Headwear,39979,007001,007,캡/야구 모자,캡/야구 모자,22283,
128,007,,모자,Headwear,39979,007002,007,헌팅캡/베레모,헌팅캡/베레모,1000,
129,007,,모자,Headwear,39979,007003,007,페도라,페도라,396,
130,007,,모자,Headwear,39979,007004,007,버킷/사파리햇,버킷/사파리햇,7220,
131,007,,모자,Headwear,39979,007005,007,비니,비니,5070,
132,007,,모자,Headwear,39979,007007,007,트루퍼,트루퍼,581,
133,007,,모자,Headwear,39979,007006,007,기타 모자,기타 모자,3429,
134,008,,양말/레그웨어,Socks/Legwear,11248,008,,전체,Socks/Legwear,11248,
135,008,,양말/레그웨어,Socks/Legwear,11248,008001,008,양말,양말,10927,
136,008,,양말/레그웨어,Socks/Legwear,11248,008002,008,스타킹,스타킹,321,
137,026,,속옷,Underwear,11951,026,,전체,Underwear,11951,
138,026,,속옷,Underwear,11951,026001,026,여성 속옷 상의,여성 속옷 상의,1441,
139,026,,속옷,Underwear,11951,026002,026,여성 속옷 하의,여성 속옷 하의,1679,
140,026,,속옷,Underwear,11951,026003,026,여성 속옷 세트,여성 속옷 세트,1370,
141,026,,속옷,Underwear,11951,026004,026,남성 속옷,남성 속옷,2427,
142,026,,속옷,Underwear,11951,026005,026,홈웨어,홈웨어,5034,
143,009,,선글라스/안경테,Eyewear,16558,009,,전체,Eyewear,16558,
144,009,,선글라스/안경테,Eyewear,16558,009002,009,안경,안경,8543,
145,009,,선글라스/안경테,Eyewear,16558,009001,009,선글라스,선글라스,7754,
146,009,,선글라스/안경테,Eyewear,16558,009003,009,안경 소품,안경 소품,261,
147,011,,액세서리,Accessory,15446,011,,전체,Accessory,15446,
148,011,,액세서리,Accessory,15446,011015,011,마스크,마스크,810,
149,011,,액세서리,Accessory,15446,011012,011,키링/키케이스,키링/키케이스,2699,
150,011,,액세서리,Accessory,15446,011007,011,벨트,벨트,2576,
151,011,,액세서리,Accessory,15446,011009,011,넥타이,넥타이,2003,
152,011,,액세서리,Accessory,15446,011010,011,머플러,머플러,3141,
153,011,,액세서리,Accessory,15446,011014,011,스카프/반다나,스카프/반다나,1236,
154,011,,액세서리,Accessory,15446,011011,011,장갑,장갑,1709,
155,011,,액세서리,Accessory,15446,011006,011,기타 액세서리,기타 액세서리,1272,
156,006,,시계,Watch,7968,006,,전체,Watch,7968,
157,006,,시계,Watch,7968,006003,006,디지털,디지털,887,
158,006,,시계,Watch,7968,006004,006,쿼츠 아날로그,쿼츠 아날로그,5296,
159,006,,시계,Watch,7968,006005,006,오토매틱 아날로그,오토매틱 아날로그,281,
160,006,,시계,Watch,7968,006006,006,시계 용품,시계 용품,1082,
161,006,,시계,Watch,7968,006002,006,기타 시계,기타 시계,422,
162,025,,주얼리,Jewelry,48764,025,,전체,Jewelry,48764,
163,025,,주얼리,Jewelry,48764,025001,025,팔찌,팔찌,9545,
164,025,,주얼리,Jewelry,48764,025002,025,반지,반지,8383,
165,025,,주얼리,Jewelry,48764,025003,025,목걸이/펜던트,목걸이/펜던트,14759,
166,025,,주얼리,Jewelry,48764,025004,025,귀걸이,귀걸이,11973,
167,025,,주얼리,Jewelry,48764,025005,025,발찌,발찌,535,
168,025,,주얼리,Jewelry,48764,025006,025,브로치/배지,브로치/배지,411,
169,025,,주얼리,Jewelry,48764,025007,025,헤어 액세서리,헤어 액세서리,3158,
170,015,,뷰티,Beauty,24970,015,,전체,Beauty,24970,
171,015,,뷰티,Beauty,24970,015002,015,스킨케어,스킨케어,6741,"[{'categoryCode': '015002001', 'parentCategoryCode': '015002', 'categoryTitle': '스킨/토너', 'categoryName': '스킨/토너', 'count': 766, 'childCategoryList': []}, {'categoryCode': '015002002', 'parentCategoryCode': '015002', 'categoryTitle': '로션', 'categoryName': '로션', 'count': 332, 'childCategoryList': []}, {'categoryCode': '015002003', 'parentCategoryCode': '015002', 'categoryTitle': '에센스/세럼/앰플', 'categoryName': '에센스/세럼/앰플', 'count': 1291, 'childCategoryList': []}, {'categoryCode': '015002004', 'parentCategoryCode': '015002', 'categoryTitle': '크림', 'categoryName': '크림', 'count': 1235, 'childCategoryList': []}, {'categoryCode': '015002005', 'parentCategoryCode': '015002', 'categoryTitle': '미스트', 'categoryName': '미스트', 'count': 148, 'childCategoryList': []}, {'categoryCode': '015002006', 'parentCategoryCode': '015002', 'categoryTitle': '페이스 오일', 'categoryName': '페이스 오일', 'count': 62, 'childCategoryList': []}, {'categoryCode': '015002007', 'parentCategoryCode': '015002', 'categoryTitle': '아이 크림/스팟케어', 'categoryName': '아이 크림/스팟케어', 'count': 278, 'childCategoryList': []}, {'categoryCode': '015002010', 'parentCategoryCode': '015002', 'categoryTitle': '올인원', 'categoryName': '올인원', 'count': 156, 'childCategoryList': []}, {'categoryCode': '015002008', 'parentCategoryCode': '015002', 'categoryTitle': '선케어', 'categoryName': '선케어', 'count': 739, 'childCategoryList': []}, {'categoryCode': '015002009', 'parentCategoryCode': '015002', 'categoryTitle': '마스크팩', 'categoryName': '마스크팩', 'count': 1001, 'childCategoryList': []}, {'categoryCode': '015002011', 'parentCategoryCode': '015002', 'categoryTitle': '기획 세트', 'categoryName': '기획 세트', 'count': 462, 'childCategoryList': []}, {'categoryCode': '015002012', 'parentCategoryCode': '015002', 'categoryTitle': '패드', 'categoryName': '패드', 'count': 271, 'childCategoryList': []}]"
172,015,,뷰티,Beauty,24970,015009,015,클렌징,클렌징,1533,"[{'categoryCode': '015009001', 'parentCategoryCode': '015009', 'categoryTitle': '클렌징 폼/젤', 'categoryName': '클렌징 폼/젤', 'count': 747, 'childCategoryList': []}, {'categoryCode': '015009002', 'parentCategoryCode': '015009', 'categoryTitle': '클렌징 워터/오일', 'categoryName': '클렌징 워터/오일', 'count': 246, 'childCategoryList': []}, {'categoryCode': '015009003', 'parentCategoryCode': '015009', 'categoryTitle': '클렌징 티슈/패드', 'categoryName': '클렌징 티슈/패드', 'count': 104, 'childCategoryList': []}, {'categoryCode': '015009006', 'parentCategoryCode': '015009', 'categoryTitle': '클렌징 로션/크림', 'categoryName': '클렌징 로션/크림', 'count': 87, 'childCategoryList': []}, {'categoryCode': '015009004', 'parentCategoryCode': '015009', 'categoryTitle': '비누', 'categoryName': '비누', 'count': 180, 'childCategoryList': []}, {'categoryCode': '015009005', 'parentCategoryCode': '015009', 'categoryTitle': '필링/스크럽', 'categoryName': '필링/스크럽', 'count': 119, 'childCategoryList': []}, {'categoryCode': '015009007', 'parentCategoryCode': '015009', 'categoryTitle': '립&아이 리무버', 'categoryName': '립&아이 리무버', 'count': 50, 'childCategoryList': []}]"
173,015,,뷰티,Beauty,24970,015006,015,베이스 메이크업,베이스 메이크업,1369,"[{'categoryCode': '015006001', 'parentCategoryCode': '015006', 'categoryTitle': '베이스/프라이머', 'categoryName': '베이스/프라이머', 'count': 187, 'childCategoryList': []}, {'categoryCode': '015006002', 'parentCategoryCode': '015006', 'categoryTitle': '컨실러', 'categoryName': '컨실러', 'count': 97, 'childCategoryList': []}, {'categoryCode': '015006003', 'parentCategoryCode': '015006', 'categoryTitle': 'BB크림/CC크림', 'categoryName': 'BB크림/CC크림', 'count': 88, 'childCategoryList': []}, {'categoryCode': '015006004', 'parentCategoryCode': '015006', 'categoryTitle': '파운데이션/쿠션', 'categoryName': '파운데이션/쿠션', 'count': 552, 'childCategoryList': []}, {'categoryCode': '015006005', 'parentCategoryCode': '015006', 'categoryTitle': '파우더/콤팩트', 'categoryName': '파우더/콤팩트', 'count': 157, 'childCategoryList': []}, {'categoryCode': '015006006', 'parentCategoryCode': '015006', 'categoryTitle': '하이라이터/셰이딩', 'categoryName': '하이라이터/셰이딩', 'count': 103, 'childCategoryList': []}, {'categoryCode': '015006008', 'parentCategoryCode': '015006', 'categoryTitle': '메이크업 픽서', 'categoryName': '메이크업 픽서', 'count': 33, 'childCategoryList': []}, {'categoryCode': '015006007', 'parentCategoryCode': '015006', 'categoryTitle': '블러셔', 'categoryName': '블러셔', 'count': 152, 'childCategoryList': []}]"
174,015,,뷰티,Beauty,24970,015016,015,포인트 메이크업,포인트 메이크업,2160,"[{'categoryCode': '015016001', 'parentCategoryCode': '015016', 'categoryTitle': '립글로스', 'categoryName': '립글로스', 'count': 68, 'childCategoryList': []}, {'categoryCode': '015016002', 'parentCategoryCode': '015016', 'categoryTitle': '립밤', 'categoryName': '립밤', 'count': 349, 'childCategoryList': []}, {'categoryCode': '015016003', 'parentCategoryCode': '015016', 'categoryTitle': '립스틱', 'categoryName': '립스틱', 'count': 173, 'childCategoryList': []}, {'categoryCode': '015016004', 'parentCategoryCode': '015016', 'categoryTitle': '립라이너', 'categoryName': '립라이너', 'count': 20, 'childCategoryList': []}, {'categoryCode': '015016005', 'parentCategoryCode': '015016', 'categoryTitle': '립틴트', 'categoryName': '립틴트', 'count': 440, 'childCategoryList': []}, {'categoryCode': '015016006', 'parentCategoryCode': '015016', 'categoryTitle': '아이라이너', 'categoryName': '아이라이너', 'count': 207, 'childCategoryList': []}, {'categoryCode': '015016007', 'parentCategoryCode': '015016', 'categoryTitle': '마스카라', 'categoryName': '마스카라', 'count': 192, 'childCategoryList': []}, {'categoryCode': '015016008', 'parentCategoryCode': '015016', 'categoryTitle': '아이섀도', 'categoryName': '아이섀도', 'count': 333, 'childCategoryList': []}, {'categoryCode': '015016009', 'parentCategoryCode': '015016', 'categoryTitle': '아이브로', 'categoryName': '아이브로', 'count': 176, 'childCategoryList': []}, {'categoryCode': '015016010', 'parentCategoryCode': '015016', 'categoryTitle': '네일 컬러/케어', 'categoryName': '네일 컬러/케어', 'count': 202, 'childCategoryList': []}]"
175,015,,뷰티,Beauty,24970,015010,015,바디케어,바디케어,3326,"[{'categoryCode': '015010001', 'parentCategoryCode': '015010', 'categoryTitle': '바디 워시/스크럽', 'categoryName': '바디 워시/스크럽', 'count': 1120, 'childCategoryList': []}, {'categoryCode': '015010002', 'parentCategoryCode': '015010', 'categoryTitle': '바디 로션/크림', 'categoryName': '바디 로션/크림', 'count': 491, 'childCategoryList': []}, {'categoryCode': '015010003', 'parentCategoryCode': '015010', 'categoryTitle': '바디 미스트/오일', 'categoryName': '바디 미스트/오일', 'count': 243, 'childCategoryList': []}, {'categoryCode': '015010004', 'parentCategoryCode': '015010', 'categoryTitle': '풋/핸드케어', 'categoryName': '풋/핸드케어', 'count': 820, 'childCategoryList': []}, {'categoryCode': '015010005', 'parentCategoryCode': '015010', 'categoryTitle': '데오드란트/청결제', 'categoryName': '데오드란트/청결제', 'count': 235, 'childCategoryList': []}, {'categoryCode': '015010006', 'parentCategoryCode': '015010', 'categoryTitle': '립케어', 'categoryName': '립케어', 'count': 417, 'childCategoryList': []}]"
176,015,,뷰티,Beauty,24970,015011,015,쉐이빙/제모,쉐이빙/제모,208,"[{'categoryCode': '015011001', 'parentCategoryCode': '015011', 'categoryTitle': '쉐이빙', 'categoryName': '쉐이빙', 'count': 133, 'childCategoryList': []}, {'categoryCode': '015011002', 'parentCategoryCode': '015011', 'categoryTitle': '제모/왁싱', 'categoryName': '제모/왁싱', 'count': 75, 'childCategoryList': []}]"
